Localizador,Cia Aérea,Origem,Destino,Classe da Passagem,Qtde de Paradas,Tipo de Destino,Estação do Ano,Preço Atual da Passagem,Preço da Passagem na última semana,Preço da Passagem no último mês,Decisão do Cliente
3SNM1L,KLM,BOS,ICN,2,0,romântico,inverno,3935.67,4055.44,3959.67,Preferiu aguardar e comprou depois
Z76DK3,UNITED,DEN,CLT,2,1,histórico,inverno,3816.49,3967.56,4528.20,Comprou
HTEL35,QATAR,YYZ,SEA,4,0,religioso,outono,11629.45,11039.35,10394.72,Não comprou
EPTIIS,GOL,PHX,FRA,2,0,religioso,verão,3339.55,3287.77,3516.02,Não comprou
Y7VQTO,UNITED,LGW,YVR,2,0,romântico,inverno,2229.59,1935.46,2208.59,Não comprou
R3UFI7,KLM,DEN,NRT,1,0,negócios,primavera,1425.22,1244.81,1310.55,Não comprou
IK5WI8,DELTA,BOS,DUB,4,1,família,outono,8763.57,9294.45,9381.21,Preferiu aguardar e comprou depois
IAY1KT,AIR FRANCE,IAH,YYZ,2,1,negócios,inverno,4054.74,4702.95,3961.80,Comprou
O7ZWLS,DELTA,FRA,JFK,4,0,romântico,primavera,9548.82,9495.76,9193.99,Não comprou
4U2BSX,GOL,BOM,ICN,1,1,histórico,verão,2619.59,2144.42,1721.86,Não comprou
U9NASE,QATAR,AKL,ICN,1,0,histórico,outono,1964.67,2259.96,1996.89,Preferiu aguardar e comprou depois
4C06MB,KLM,ICN,SFO,2,0,família,outono,4242.99,3897.16,4021.24,Não comprou
4MJUBW,QATAR,CLT,MUC,1,2,romântico,inverno,1117.32,1238.03,1143.48,Comprou
5CDBH6,AIR FRANCE,JFK,HND,2,2,negócios,outono,3672.90,4170.75,3896.38,Comprou
O0ML7V,AZUL,BOM,MUC,3,1,negócios,outono,5003.46,4818.88,5025.31,Não comprou
FIL6HA,AIR FRANCE,SFO,HKG,3,2,aventura,outono,4556.62,5085.44,5582.13,Comprou
5M7TE2,GOL,DEL,SEA,4,1,histórico,inverno,8125.51,7132.70,7106.03,Não comprou
G31AT1,LATAM,BRU,YYZ,2,1,negócios,inverno,3205.26,3552.47,3713.02,Preferiu aguardar e comprou depois
GCULDC,AZUL,HKG,DUB,1,1,negócios,verão,2004.17,1866.26,2161.09,Não comprou
RNRCJA,AMERICAN,SFO,BOM,1,0,romântico,primavera,1567.92,1667.10,1820.09,Comprou
WM2S18,AIR FRANCE,VIE,JFK,1,0,família,outono,1460.10,1346.59,1263.39,Não comprou
F0NTUR,EMIRATES,LAX,YYZ,4,1,romântico,outono,7853.72,9149.37,8992.93,Preferiu aguardar e comprou depois
3PFD7E,UNITED,LAS,LGW,4,0,religioso,primavera,8694.68,9492.80,9823.05,Comprou
0247RA,QATAR,PHX,MIA,1,2,família,primavera,1519.80,1729.77,1605.96,Comprou
L744IA,DELTA,LGW,YYZ,2,2,família,verão,4588.43,5097.99,4223.52,Preferiu aguardar e comprou depois
YLQ3QU,AMERICAN,CPT,CLT,1,1,religioso,primavera,1429.65,1536.09,1491.74,Preferiu aguardar e comprou depois
3A9T2J,EMIRATES,MXP,ZRH,3,2,romântico,outono,4323.13,3670.15,4399.62,Não comprou
GOCE84,EMIRATES,PHX,MIA,1,0,família,inverno,1146.32,1233.95,1292.94,Preferiu aguardar e comprou depois
1F5BAT,DELTA,CPT,ICN,3,2,religioso,primavera,4527.87,4740.55,3825.20,Comprou
WKF9O9,UNITED,PEK,BOS,3,1,família,primavera,4745.77,5288.82,4894.82,Comprou
18Z1LE,AIR FRANCE,MIA,VIE,2,0,aventura,primavera,2151.75,2572.84,2314.50,Comprou
QI2SBG,LATAM,PEK,MUC,3,0,religioso,inverno,4597.99,4522.03,3937.14,Não comprou
1AIVTH,AZUL,JNB,BOS,3,1,religioso,primavera,4350.10,3624.32,3259.45,Não comprou
JILIWC,AMERICAN,CDG,MIA,2,0,histórico,inverno,3257.17,2741.66,2613.04,Não comprou
67XQHX,LATAM,LGA,HKG,2,2,negócios,primavera,3377.48,2826.51,2452.79,Não comprou
8BQZ35,KLM,DXB,DEN,1,0,aventura,outono,1997.85,2335.60,2512.59,Comprou
S3QK1O,AMERICAN,LGW,MUC,4,1,histórico,verão,10925.92,12003.68,11847.40,Comprou
OEF66S,AZUL,DEL,LHR,2,0,negócios,primavera,2636.90,3016.24,3354.91,Comprou
FF3N3Z,DELTA,MXP,MEL,2,0,aventura,outono,3423.24,3371.59,3891.27,Não comprou
MPUKC5,LATAM,MXP,DUB,4,0,romântico,inverno,10758.56,8698.43,7490.82,Não comprou
9U085F,AMERICAN,ORD,PEK,2,1,histórico,outono,2701.18,3186.66,2685.06,Comprou
QHO7D2,AIR FRANCE,ORD,MEL,2,0,histórico,primavera,2823.99,2274.67,2330.42,Não comprou
TS2QRF,LATAM,BCN,ORD,4,1,negócios,inverno,13882.84,14829.82,15450.97,Preferiu aguardar e comprou depois
JZJFLV,AZUL,SYD,HKG,3,0,negócios,primavera,6870.80,7890.14,7137.50,Comprou
RNHB3M,UNITED,LAX,JFK,4,0,aventura,verão,16532.01,17394.81,14964.41,Preferiu aguardar e comprou depois
Y1B3X5,DELTA,DFW,DEL,3,2,negócios,primavera,3988.45,4102.00,4041.13,Preferiu aguardar e comprou depois
1VHSN1,AZUL,PEK,SFO,3,0,religioso,verão,9380.85,10001.03,8930.12,Preferiu aguardar e comprou depois
97YQFE,AMERICAN,DFW,LAS,1,2,família,primavera,1360.77,1487.53,1776.13,Preferiu aguardar e comprou depois
J1B0K3,AIR FRANCE,ATL,DEN,2,2,aventura,verão,3251.20,2970.03,2703.97,Não comprou
Q0ZNW6,UNITED,VIE,MXP,2,1,negócios,primavera,3047.06,3355.73,3763.01,Preferiu aguardar e comprou depois
V3D417,AIR FRANCE,YVR,YYZ,2,1,religioso,primavera,2788.41,2253.44,1804.21,Não comprou
KAAV0L,LATAM,SFO,JFK,4,1,religioso,inverno,7017.97,8112.35,8918.78,Comprou
K0UZMC,EMIRATES,FRA,SFO,1,1,negócios,outono,1296.03,1097.27,960.09,Não comprou
85T7NP,DELTA,BRU,LAX,3,0,religioso,primavera,4541.77,4222.13,3811.24,Não comprou
2154Z6,GOL,HKG,CPT,4,1,histórico,verão,13290.75,15263.29,14525.90,Comprou
96LMY5,UNITED,ATL,SFO,1,1,histórico,primavera,957.60,976.00,1163.90,Preferiu aguardar e comprou depois
T4X5UK,AMERICAN,YYZ,ATL,2,1,romântico,inverno,2972.78,2414.59,2806.94,Não comprou
Q3SK43,AZUL,ATH,DEL,4,1,religioso,inverno,12326.15,11598.90,13917.46,Não comprou
VAND0X,KLM,LAS,SEA,4,1,histórico,outono,8019.38,8424.75,7857.21,Preferiu aguardar e comprou depois
PEJ02L,GOL,VIE,BOM,3,2,religioso,primavera,4254.40,4350.09,4884.41,Comprou
40TK3K,AMERICAN,LHR,PVG,4,1,aventura,outono,7510.62,8475.01,6850.47,Preferiu aguardar e comprou depois
EFGE5A,GOL,DUB,SYD,2,0,romântico,primavera,3653.23,3647.88,3556.44,Não comprou
1WUBPZ,GOL,LGW,DOH,2,2,negócios,inverno,3213.32,3262.92,3200.92,Preferiu aguardar e comprou depois
DV08QI,GOL,LHR,SEA,1,2,negócios,verão,2301.73,2307.86,2043.20,Preferiu aguardar e comprou depois
H4B5HI,AIR FRANCE,AMS,LHR,4,0,religioso,primavera,8025.53,9442.67,9232.35,Preferiu aguardar e comprou depois
303MM9,UNITED,MIA,SIN,3,2,romântico,outono,4603.68,3692.63,3528.40,Não comprou
K0G43G,AZUL,MXP,DFW,1,2,aventura,inverno,985.35,1115.68,1011.44,Comprou
ULM4ZM,GOL,FRA,LAX,1,0,histórico,outono,951.87,846.00,750.50,Não comprou
E9UCYN,KLM,DFW,DEN,2,1,histórico,inverno,2242.57,2135.62,1749.64,Não comprou
XCCORD,QATAR,HKG,ATH,2,0,negócios,outono,2801.21,2582.08,2960.45,Não comprou
QK5KGN,UNITED,ICN,YYZ,4,0,negócios,primavera,6622.19,5647.07,5567.21,Não comprou
YNLD0V,QATAR,EWR,SFO,1,2,família,primavera,1351.86,1585.11,1643.57,Comprou
ZWTT67,DELTA,LGW,IAH,1,1,família,verão,1731.40,1520.61,1360.29,Não comprou
KR7FEF,AIR FRANCE,LGW,LGA,2,0,negócios,primavera,3717.71,3343.80,2940.06,Não comprou
DNFZIS,LATAM,ZRH,ICN,2,2,negócios,primavera,1525.19,1438.62,1447.06,Não comprou
JQH9M3,AMERICAN,ICN,ZRH,4,0,aventura,outono,13313.20,13979.15,12330.22,Comprou
CIKDL0,EMIRATES,MEL,PHX,1,0,histórico,verão,1639.54,1778.23,1781.58,Preferiu aguardar e comprou depois
CQPA5A,UNITED,MXP,ICN,4,1,negócios,outono,8962.17,8745.98,9432.88,Não comprou
QCDVEI,AMERICAN,IAH,LAS,2,2,família,outono,2975.00,3471.61,3076.44,Comprou
W7L21V,LATAM,MEL,CPT,2,0,religioso,outono,3161.91,3213.55,3543.09,Comprou
DI65K7,EMIRATES,PVG,DUB,3,0,aventura,primavera,4405.03,4672.81,4084.99,Preferiu aguardar e comprou depois
JWUR31,DELTA,SEA,FCO,3,1,romântico,primavera,4207.45,4168.37,3727.85,Não comprou
CRQ752,DELTA,LHR,DOH,4,2,aventura,verão,9445.57,8075.19,7167.10,Não comprou
T09L57,KLM,HND,JFK,2,2,histórico,primavera,1911.02,1639.20,1940.57,Não comprou
FE6ONL,GOL,MAD,FCO,2,2,histórico,primavera,1834.49,1708.51,1460.01,Não comprou
SHJJAG,AZUL,PHX,DOH,3,1,família,verão,7847.23,8526.62,7534.36,Comprou
X2FHNS,KLM,DXB,AMS,4,0,negócios,primavera,6851.06,7183.20,7431.50,Preferiu aguardar e comprou depois
IPVPVP,EMIRATES,AMS,PEK,2,2,aventura,inverno,3126.19,3141.65,3764.90,Preferiu aguardar e comprou depois
STI1J4,AMERICAN,ICN,HKG,2,0,religioso,primavera,3374.46,3100.60,3475.31,Não comprou
BYQ3DG,GOL,DEN,BOM,1,2,romântico,verão,2329.33,2756.57,3130.63,Comprou
8XA92W,AMERICAN,ZRH,DUB,1,2,religioso,inverno,1620.56,1669.03,1398.43,Comprou
CBH47X,KLM,NRT,EWR,3,2,negócios,verão,6137.96,6444.79,6035.82,Preferiu aguardar e comprou depois
6AHPYQ,LATAM,YVR,HND,1,2,negócios,verão,1535.31,1555.07,1408.23,Preferiu aguardar e comprou depois
JSSTCO,DELTA,FRA,SFO,2,2,romântico,inverno,3796.86,3755.89,4165.23,Não comprou
1KDEWI,AMERICAN,JFK,MUC,3,0,família,outono,7316.71,7933.42,9363.72,Comprou
75LPTT,AIR FRANCE,SFO,SIN,3,1,religioso,inverno,6861.66,7712.23,7830.00,Comprou
J6SUIA,UNITED,DFW,AMS,3,0,aventura,verão,9822.63,9805.74,11079.46,Não comprou
WKXIUT,KLM,DFW,SEA,1,0,histórico,verão,1749.43,1792.80,2021.16,Preferiu aguardar e comprou depois
AVV6C2,EMIRATES,PVG,BCN,2,2,negócios,verão,2456.00,2157.70,2403.99,Não comprou
DCM3VL,EMIRATES,VIE,FRA,2,0,família,inverno,2387.49,2397.99,2700.19,Preferiu aguardar e comprou depois
FVFJTR,GOL,ORD,HND,3,1,aventura,inverno,5378.65,5660.49,4935.34,Preferiu aguardar e comprou depois
MU9QZ8,GOL,ZRH,JNB,1,0,histórico,primavera,1525.03,1363.57,1231.86,Não comprou
RE7QZT,AMERICAN,VIE,BOM,1,1,aventura,primavera,1122.75,1189.99,1173.89,Comprou
AQH4Q0,KLM,MAD,PHX,2,0,religioso,verão,3995.13,3883.02,3352.21,Não comprou
1IIJT1,QATAR,AMS,DXB,1,1,aventura,primavera,1117.59,1198.58,1228.02,Comprou
UOR3XU,LATAM,BCN,SYD,1,2,família,outono,1338.12,1338.74,1119.15,Preferiu aguardar e comprou depois
51FMDE,DELTA,LAS,PEK,2,0,religioso,primavera,3608.03,2943.04,3121.57,Não comprou
QA069L,AMERICAN,DUB,ORD,4,1,família,outono,12640.33,10783.03,11165.41,Não comprou
BBT47Q,UNITED,FCO,AMS,4,0,religioso,primavera,10202.50,10100.60,10311.71,Não comprou
TPWDNH,LATAM,CLT,ORD,1,2,histórico,outono,1251.49,1038.91,1223.78,Não comprou
3KR228,QATAR,ICN,MUC,4,0,família,verão,13466.42,13392.87,12030.76,Não comprou
0ALLQM,AIR FRANCE,NRT,SEA,2,1,família,outono,4129.73,3939.40,3899.93,Não comprou
6XJB07,EMIRATES,MXP,DFW,2,1,negócios,outono,1791.32,1484.07,1559.65,Não comprou
4MJFNB,KLM,DFW,LAX,4,1,negócios,primavera,9404.34,10395.96,12407.14,Comprou
3OHHGI,QATAR,LIS,SIN,2,0,aventura,verão,3690.89,3730.30,3600.39,Preferiu aguardar e comprou depois
8ERUJ3,AIR FRANCE,HND,FCO,3,2,histórico,outono,6529.32,7616.38,8297.69,Comprou
9F9KGI,EMIRATES,MXP,FCO,1,2,histórico,outono,1490.99,1399.29,1654.58,Não comprou
FMBVLR,AIR FRANCE,LAS,PHX,2,1,negócios,verão,4377.51,3862.33,3486.61,Não comprou
R5CH6C,DELTA,CDG,BOM,4,2,família,verão,16048.49,16194.96,15663.15,Preferiu aguardar e comprou depois
XB13JA,GOL,EWR,SIN,1,0,romântico,verão,1576.80,1527.82,1253.14,Não comprou
8SJWNM,GOL,SFO,MIA,2,1,família,outono,2234.02,2244.61,2214.81,Preferiu aguardar e comprou depois
C88ZN4,KLM,SIN,MXP,2,1,religioso,inverno,1809.52,1452.76,1626.70,Não comprou
NDMEOA,UNITED,HND,DEL,1,0,negócios,inverno,1326.22,1330.90,1394.54,Preferiu aguardar e comprou depois
QO2I1J,AZUL,SIN,EWR,3,2,negócios,inverno,4578.17,4542.72,3989.74,Não comprou
2NQP2N,AIR FRANCE,EWR,PVG,3,0,negócios,outono,6297.88,7311.03,6634.18,Comprou
UO9T0F,KLM,VIE,LGA,1,2,família,primavera,1315.59,1277.88,1119.95,Não comprou
KNS4KX,QATAR,ICN,DOH,1,2,histórico,inverno,1275.19,1241.01,1106.29,Não comprou
PI7D47,DELTA,MXP,PEK,2,0,romântico,primavera,3386.18,3374.09,3807.54,Não comprou
BAC011,KLM,BRU,PEK,2,2,romântico,inverno,3786.79,4190.80,3909.45,Comprou
HLLYHZ,AIR FRANCE,HKG,AKL,4,1,histórico,verão,16801.89,15362.95,14717.48,Não comprou
J7WXC9,LATAM,AMS,LIS,3,0,religioso,inverno,5634.59,4932.62,4759.80,Não comprou
Z3WM93,EMIRATES,BOM,PHX,1,1,família,outono,1310.74,1160.84,1169.68,Não comprou
MGK8LN,DELTA,CLT,LGA,1,1,romântico,outono,1567.51,1869.39,1541.40,Comprou
8VG4KI,DELTA,ATH,CLT,1,1,aventura,inverno,1579.32,1346.51,1498.22,Não comprou
QH6TZE,GOL,LHR,MEL,4,0,negócios,verão,10630.03,12677.06,13075.45,Comprou
VA2Y2G,AIR FRANCE,FCO,MXP,3,2,romântico,outono,7414.93,6038.70,5361.50,Não comprou
7PTGBE,QATAR,MXP,AMS,2,2,negócios,primavera,1628.93,1619.11,1677.98,Não comprou
MFZ87W,LATAM,PHX,PEK,4,2,família,inverno,11142.94,10908.28,10934.12,Não comprou
HTB01M,GOL,YVR,MXP,2,2,negócios,primavera,2925.10,2399.90,2829.78,Não comprou
VIDCTE,EMIRATES,CDG,DFW,1,2,negócios,primavera,1041.08,990.84,1065.71,Não comprou
Y9SL49,UNITED,SIN,JFK,2,2,histórico,primavera,1571.38,1692.08,1405.24,Preferiu aguardar e comprou depois
UTCSC5,DELTA,MIA,BCN,4,2,negócios,inverno,10471.87,11740.90,13550.43,Preferiu aguardar e comprou depois
RJY2AB,AIR FRANCE,LIS,EWR,1,1,negócios,outono,1432.37,1262.39,1404.36,Não comprou
728CD4,QATAR,ATL,MXP,4,0,família,primavera,9671.44,10068.64,9919.34,Preferiu aguardar e comprou depois
Q7FTUU,AZUL,FCO,LHR,3,2,romântico,verão,8083.72,7481.29,7796.68,Não comprou
RIPF20,KLM,ICN,BCN,4,0,negócios,inverno,10909.84,12226.36,12381.19,Comprou
USDN1O,EMIRATES,LIS,DXB,2,2,histórico,inverno,3350.17,3986.43,3337.25,Comprou
S3GGJA,DELTA,ATL,AMS,1,0,histórico,verão,2334.72,2483.04,2427.34,Comprou
SPC5Y1,KLM,JNB,SIN,3,2,histórico,verão,7206.41,8183.57,7106.30,Comprou
F99J3Q,UNITED,FCO,MIA,3,1,família,outono,6313.43,6492.68,6316.12,Preferiu aguardar e comprou depois
NMT6VC,GOL,AMS,DOH,3,0,histórico,inverno,6674.09,7065.73,7564.86,Comprou
IMAQT8,AMERICAN,DUB,SIN,1,2,romântico,outono,941.92,1081.53,1138.24,Comprou
SY9A4J,QATAR,MAD,DFW,3,2,religioso,outono,4057.75,3261.28,2931.77,Não comprou
W1H19K,KLM,AKL,LAS,3,0,família,primavera,5463.47,6268.48,6784.03,Preferiu aguardar e comprou depois
SZ9AFN,UNITED,FCO,MEL,1,1,romântico,primavera,999.63,1194.13,997.52,Comprou
CMJLA1,LATAM,ZRH,MAD,4,0,histórico,inverno,11142.25,9317.78,9679.60,Não comprou
EBV0RP,EMIRATES,NRT,ICN,2,1,religioso,primavera,3412.10,3608.44,3305.18,Preferiu aguardar e comprou depois
PADIO8,AZUL,FCO,ICN,2,2,negócios,inverno,3366.89,3803.64,4074.83,Comprou
YQ4PJ9,AIR FRANCE,ATH,ICN,4,0,romântico,inverno,8767.55,8273.88,8248.39,Não comprou
Y06IMY,AIR FRANCE,BOS,DEL,4,0,aventura,outono,10759.56,10395.34,11087.17,Não comprou
FMG0RC,AZUL,DFW,IAH,4,2,negócios,verão,16458.39,15022.92,14549.35,Não comprou
P116TR,AZUL,YYZ,VIE,2,2,família,outono,2490.26,2335.97,2557.25,Não comprou
41H3ZW,AIR FRANCE,ORD,MEL,4,0,aventura,primavera,11045.04,12042.23,11440.85,Preferiu aguardar e comprou depois
9DUSHY,KLM,MUC,FRA,4,1,histórico,outono,10366.41,9775.34,8616.44,Não comprou
5GVEK4,DELTA,ICN,CLT,2,1,histórico,verão,3482.23,3086.49,3254.17,Não comprou
4JYFKP,AMERICAN,BOM,MXP,2,2,família,inverno,2011.99,2099.62,1763.28,Preferiu aguardar e comprou depois
E7U6UM,UNITED,MIA,ATH,1,0,negócios,verão,1616.12,1524.94,1793.65,Não comprou
E4I0ZW,EMIRATES,SFO,ATH,4,0,religioso,inverno,8496.93,9225.47,9656.49,Preferiu aguardar e comprou depois
WTT3YI,AMERICAN,BCN,MUC,4,0,romântico,verão,16608.37,13338.05,13580.22,Não comprou
SO5NDY,KLM,DUB,MXP,3,0,religioso,outono,6195.61,6101.95,6511.88,Não comprou
JQZRN0,AZUL,AMS,PVG,1,1,religioso,primavera,732.28,703.78,661.97,Não comprou
YNXEPP,KLM,BRU,ORD,1,0,aventura,outono,1719.72,2014.48,2133.40,Comprou
I75BKD,KLM,PHX,FRA,4,1,romântico,primavera,6155.60,5050.71,5009.00,Não comprou
KWDESY,AZUL,BOS,SFO,3,1,aventura,verão,6779.85,7461.73,8665.70,Preferiu aguardar e comprou depois
A343RK,DELTA,DUB,MAD,2,2,família,primavera,3653.07,4336.00,4527.47,Comprou
LQ1GKD,EMIRATES,MEL,DEL,1,0,aventura,inverno,1138.22,1152.16,1132.22,Preferiu aguardar e comprou depois
PALBOQ,AIR FRANCE,ICN,LGA,3,1,romântico,inverno,4558.50,4046.72,3709.01,Não comprou
PBSGI1,UNITED,DXB,SIN,4,2,romântico,verão,14746.09,15918.67,15167.82,Preferiu aguardar e comprou depois
GRFSDG,LATAM,YYZ,ORD,2,2,religioso,primavera,2430.45,2564.29,2508.55,Preferiu aguardar e comprou depois
2S45ZX,UNITED,AKL,EWR,2,1,religioso,outono,3814.88,3284.41,3299.29,Não comprou
V0M3N5,KLM,MUC,MEL,1,0,religioso,verão,1389.18,1198.40,1350.15,Não comprou
9IJZQ7,AIR FRANCE,LIS,LGW,3,0,romântico,outono,6342.36,6953.21,6097.62,Preferiu aguardar e comprou depois
JNLK5K,UNITED,SEA,EWR,3,1,aventura,outono,5546.74,6621.14,6209.25,Comprou
IUZBTU,GOL,FCO,MXP,2,0,negócios,primavera,1644.41,1317.70,1416.93,Não comprou
DXHNCT,AZUL,LGA,LAS,1,0,religioso,verão,2152.34,2284.01,2351.33,Preferiu aguardar e comprou depois
7SPDHQ,LATAM,NRT,EWR,3,2,aventura,primavera,4639.62,5128.34,4471.55,Comprou
0M46BQ,LATAM,DFW,PEK,3,0,histórico,primavera,5831.90,6402.45,5326.87,Preferiu aguardar e comprou depois
7UA89T,KLM,IAH,MAD,2,0,religioso,verão,4268.20,4146.76,4521.24,Não comprou
WOMSSK,EMIRATES,LAS,PHX,2,1,romântico,primavera,2729.34,2722.49,2294.74,Não comprou
C9V8NA,DELTA,LAS,AKL,1,2,aventura,verão,2258.08,2674.92,2677.51,Comprou
RRM9BC,AIR FRANCE,SIN,YYZ,4,2,romântico,inverno,13786.59,11817.95,11172.39,Não comprou
0PCT9F,UNITED,PHX,BOM,1,2,família,verão,2210.63,2417.00,2359.23,Preferiu aguardar e comprou depois
YB7BB6,AIR FRANCE,BCN,EWR,3,2,romântico,verão,5752.03,6536.86,7660.49,Preferiu aguardar e comprou depois
FA46QF,KLM,MUC,VIE,2,2,romântico,verão,3733.03,3647.56,3274.90,Não comprou
U55AIM,KLM,ATL,NRT,3,1,negócios,inverno,5793.20,5021.75,4107.21,Não comprou
Y1ECKA,GOL,DOH,MIA,3,2,negócios,outono,5928.44,5138.73,4944.98,Não comprou
71V8FR,AMERICAN,PVG,AKL,3,0,família,inverno,5065.66,5305.27,4558.47,Preferiu aguardar e comprou depois
4N77SH,QATAR,ATH,LHR,3,1,romântico,verão,7796.33,6799.73,5774.84,Não comprou
F9A11Q,LATAM,LAS,BCN,4,1,aventura,outono,7978.71,8924.92,8022.08,Comprou
5JPYOX,UNITED,LGW,DFW,3,2,romântico,primavera,3984.24,4496.98,3910.02,Comprou
6TFQTW,UNITED,DEL,DUB,3,1,família,outono,6365.45,5316.53,6005.15,Não comprou
NGOZKB,UNITED,MEL,SEA,4,2,romântico,outono,10339.08,11957.16,13202.30,Comprou
FUNNYA,AMERICAN,CDG,LAX,1,2,romântico,primavera,1216.83,1240.33,1315.01,Preferiu aguardar e comprou depois
D10CS4,DELTA,MXP,PEK,1,0,religioso,inverno,1674.71,1547.06,1319.76,Não comprou
4DK188,AMERICAN,YVR,MEL,2,0,família,outono,3099.81,2498.65,2520.12,Não comprou
CJ10QG,AMERICAN,ICN,ATH,1,1,romântico,outono,987.94,1070.85,1172.89,Preferiu aguardar e comprou depois
8ATB4L,KLM,IAH,ICN,2,0,religioso,inverno,4661.24,4090.07,4429.22,Não comprou
BS8K3W,AIR FRANCE,PVG,MEL,4,1,romântico,outono,9200.38,8546.19,10093.37,Não comprou
LSE7S1,AZUL,BRU,SEA,3,2,romântico,primavera,3941.90,4725.35,5248.30,Comprou
2XIL9I,GOL,BCN,SEA,4,0,histórico,outono,11689.20,11116.24,11951.07,Não comprou
SYBRDL,AMERICAN,JNB,MIA,1,1,aventura,outono,1690.54,1794.26,1474.88,Preferiu aguardar e comprou depois
IN0ATD,EMIRATES,BCN,FCO,1,2,negócios,outono,1208.40,1013.18,811.34,Não comprou
DVA5RH,AMERICAN,CLT,FRA,1,0,aventura,primavera,873.48,1007.65,1197.68,Comprou
0XSG3X,QATAR,FRA,DOH,2,0,negócios,outono,4390.20,4786.24,5239.29,Comprou
SJR3BK,KLM,FCO,SFO,4,0,religioso,verão,15749.25,18021.98,21619.36,Preferiu aguardar e comprou depois
ADWHFB,KLM,CDG,DOH,4,2,aventura,primavera,7171.89,6407.60,5260.77,Não comprou
5BY5YF,GOL,AKL,BRU,2,2,negócios,verão,3340.10,3731.60,3611.17,Comprou
U6899K,EMIRATES,SYD,JFK,3,0,negócios,verão,9007.74,9382.23,8896.39,Preferiu aguardar e comprou depois
DBDH51,GOL,PEK,MUC,2,0,negócios,outono,4095.86,3871.16,4305.64,Não comprou
HZSW43,UNITED,DOH,VIE,3,2,religioso,inverno,4531.94,5033.90,6016.14,Comprou
PFMXSH,UNITED,HKG,PEK,3,2,romântico,inverno,5135.24,4669.82,4011.49,Não comprou
H0ES9T,AIR FRANCE,ATL,HKG,1,0,romântico,inverno,1668.20,1801.50,1982.33,Preferiu aguardar e comprou depois
BX6D41,QATAR,CLT,MUC,1,2,negócios,inverno,1082.39,871.59,784.19,Não comprou
WQ4IAG,EMIRATES,LAS,PEK,3,1,religioso,outono,4940.86,5786.97,6458.76,Comprou
2I9F1Y,KLM,BOS,HND,3,0,histórico,verão,7471.09,8913.43,9364.62,Comprou
VFN84G,KLM,HND,PVG,2,0,histórico,inverno,2978.37,3451.89,3954.07,Comprou
4KI8HK,AZUL,JNB,LGA,4,2,religioso,outono,7850.02,7842.09,8179.15,Não comprou
E2VGT8,UNITED,MIA,LIS,1,1,negócios,verão,1531.02,1653.78,1800.93,Preferiu aguardar e comprou depois
68WLOJ,DELTA,DUB,MAD,2,2,religioso,primavera,3158.33,3495.97,3228.09,Comprou
I2RH91,DELTA,NRT,PHX,3,1,romântico,inverno,5082.10,5638.70,6627.95,Preferiu aguardar e comprou depois
AQJOIG,DELTA,LGA,DFW,4,1,família,primavera,10538.80,9562.47,10056.22,Não comprou
2I472P,AIR FRANCE,ATH,PEK,4,1,histórico,inverno,10139.48,9503.99,9550.56,Não comprou
Y01TEH,GOL,NRT,MXP,4,0,religioso,inverno,14224.30,12542.78,11038.61,Não comprou
PDHSDK,QATAR,SEA,AMS,3,1,negócios,primavera,4898.84,4002.82,3749.52,Não comprou
XS87X7,QATAR,IAH,DEN,2,0,religioso,verão,3106.47,2913.69,2453.18,Não comprou
G6JC9L,UNITED,ICN,DEN,4,1,família,primavera,10681.63,10015.66,10684.71,Não comprou
KXM3TJ,LATAM,LAS,DXB,4,1,família,verão,13387.26,14792.15,13478.16,Preferiu aguardar e comprou depois
ZHSJTY,AMERICAN,PEK,DEN,4,0,romântico,primavera,10900.63,9410.37,7548.95,Não comprou
SFO3HI,LATAM,DOH,MAD,4,1,negócios,primavera,10096.99,8198.20,7984.60,Não comprou
XEKZFV,QATAR,CDG,MIA,3,2,negócios,primavera,4420.07,3725.39,2994.54,Não comprou
LQXME2,LATAM,PEK,LAS,1,2,negócios,inverno,1737.41,1498.83,1598.34,Não comprou
SPBRBK,AZUL,CPT,DUB,2,0,família,inverno,3162.53,2945.79,2921.83,Não comprou
DI8HEK,QATAR,ICN,LHR,4,2,família,inverno,8419.93,7992.28,6988.41,Não comprou
NWPPPM,AIR FRANCE,SYD,LGA,2,2,religioso,inverno,2769.24,3173.98,2738.28,Comprou
ZL5HCV,KLM,LHR,BOM,2,0,aventura,verão,3960.00,4388.92,3784.23,Comprou
1MNN70,AMERICAN,ZRH,AKL,4,0,histórico,outono,12027.70,11221.74,11355.70,Não comprou
0PVRY8,AIR FRANCE,AKL,DXB,3,1,religioso,inverno,8316.21,8074.41,9047.50,Não comprou
TJ4P06,EMIRATES,AKL,PEK,1,1,negócios,primavera,1346.61,1446.62,1559.92,Comprou
PXF8YX,AMERICAN,YYZ,MAD,1,0,religioso,inverno,1319.23,1120.15,1316.01,Não comprou
TLX7NZ,AIR FRANCE,NRT,HND,1,0,religioso,inverno,1568.39,1556.60,1834.57,Não comprou
3GBGYA,DELTA,IAH,FRA,3,2,histórico,primavera,3933.77,3827.91,3420.29,Não comprou
FCA7GV,GOL,FRA,ATH,2,0,família,outono,4964.79,5196.74,5892.27,Preferiu aguardar e comprou depois
T0ABH0,UNITED,MXP,DUB,2,1,romântico,outono,2254.93,1805.93,1700.84,Não comprou
